energy,IBD
1.8995,1.8816367017961193543933686091333413757638905563208e-44
1.9,1.8885517510016611438680685920814976593998462467689e-44
1.9005,1.8954648481466704061064675433085222121338253367483e-44
1.901,1.9023760578829953839552903443207722801781316544345e-44
1.9015,1.9092854439562631552086208902256266231742250371797e-44
1.902,1.9161930692228274655608043488393553337328628898295e-44
1.9025,1.9230989956663358282711506271002598467915448471032e-44
1.903,1.9300032844138903993322717708113026230015870440319e-44
1.9035,1.9369059957518626531577703557156663563040711215628e-44
1.904,1.9438071891413111135602155200924567647987381152444e-44
1.9045,1.9507069232330614514333055029029919253017836218916e-44
1.905,1.95760525588242207109599812271843069602232742986e-44
1.9055,1.9645022441635937973721858379362495041552949997873e-44
1.906,1.971397944383721655894883143259078268298797269871e-44
1.9065,1.9782924120966467462445232229247079965186408338381e-44
1.907,1.9851857021163301396093029541764016254771757311402e-44
1.9075,1.9920778685300061998157389921273300133549485199421e-44
1.908,1.9989689647110122347234216519017645164125328998015e-44
1.9085,2.0058590433313513496333309961755014080203526087918e-44
1.909,2.0127481563739594092210281085744600043684789376888e-44
1.9095,2.0196363551447324627254565174841918893343046572884e-44
1.91,2.0265236902842606022525012778392276490718697835198e-44
1.9105,2.0334102117793241538533120923631138490229899577623e-44
1.911,2.0402959689741222217916200371967009716883373754942e-44
1.9115,2.0471810105812890403343349253148939922296218143116e-44
1.912,2.0540653846926432906278660811659398810397942322282e-44
1.9125,2.06094913878972544313862138447628094159138228499e-44
1.913,2.0678323197540923774749195186247582053780161364564e-44
1.9135,2.0747149738774239561134425285068975097620788131865e-44
1.914,2.0815971468713860026041545845925907071915200142687e-44
1.9145,2.0884788838773040190379439881549084899506763543165e-44
1.915,2.0953602294756162255350172800260802510841481093375e-44
1.9155,2.1022412276951599253907310453141378107201857542659e-44
1.916,2.1091219220222350285041388425943763188679931069827e-44
1.9165,2.1160023554094984394934420371470734440973786055327e-44
1.917,2.1228825702846573087344949580314880138726401413936e-44
1.9175,2.1297626085590145671883826236935414466227863480113e-44
1.918,2.1366425116358100351409169360095610309297040752403e-44
1.9185,2.1435223204184102666065507240065947063487719838653e-44
1.919,2.1504020753183146150819416626935588400668545452791e-44
1.9195,2.1572818162630304364000667200070094267834507850793e-44
1.92,2.1641615827037602403589723406572046173056463992661e-44
1.9205,2.1710414136229534805036695341101887166229004807232e-44
1.921,2.1779213475416900166074799709200237213843223592446e-44
1.9215,2.1848014225269477276254112801842979887927263315375e-44
1.922,2.1916816761986966628235646955774590127376919657577e-44
1.9225,2.1985621457368720106841187772763951250710857186145e-44
1.923,2.205442867888192521507388955956167772512810257432e-44
1.9235,2.212323878972876481733675661121637973729067556455e-44
1.924,2.2192052148911972501282564348240474990638945288471e-44
1.9245,2.2260869111299302800315075990796079984695478716673e-44
1.925,2.2329690027686579099660955138179990928120880694748e-44
1.9255,2.2398515244859836915345111790611987414715042974739e-44
1.926,2.2467345105655979267812032582304593669943250925244e-44
1.9265,2.2536179949022460312162260376362493935798627513217e-44
1.927,2.2605020110075656897875528382700997227748005962997e-44
1.9275,2.267386592015844289857420734224745349047944637544e-44
1.928,2.2742717706896379992046140986331176720525718519475e-44
1.9285,2.2811575794253038386723666388860863079143210710776e-44
1.929,2.2880440502584104349577778644979593207422972320572e-44
1.9295,2.2949312148690786914202454873777200964587575975431e-44
1.93,2.3018191045871934696924522000258599811190006850747e-44
1.9305,2.3087077503975374014588146383761647651469952180341e-44
1.931,2.3155971829448122627119083709523465113196797649656e-44
1.9315,2.3224874325385989361626527917003176301944403026553e-44
1.932,2.3293785291581968040916768913956146366044541982364e-44
1.9325,2.336270502457393492692161713892830760690998366398e-44
1.933,2.3431633817691301717025560549628546353157724116061e-44
1.9335,2.3500571961101132527191626195514336917636875430964e-44
1.934,2.356951974185313099164939737968740776016276736381e-44
1.9345,2.3638477443924004988182686592687051060882343694408e-44
1.935,2.3707445348260858954972484044873494318030191437912e-44
1.9355,2.3776423732824120674203210288522165841830664433484e-44
1.936,2.3845412872629406540542300477935100584445093995567e-44
1.9365,2.3914413039788831371189264622944620390561467290844e-44
1.937,2.3983424503551410835676767623439351271609178608162e-44
1.9375,2.4052447530343062055865596199875100043241992695111e-44
1.938,2.4121482383805604438030040634454333932934108264869e-44
1.9385,2.4190529324835234896615061512596600440461942107736e-44
1.939,2.4259588611620338479624815161782098255708530521512e-44
1.9395,2.4328660499678494848843640351571303169705927528493e-44
1.94,2.4397745241893154154033247520834039438282405928645e-44
1.9405,2.4466843088549382102639399722583563783937918099445e-44
1.941,2.453595428736917778485661387495061823278203544786e-44
1.9415,2.4605079083546008635661135604777854103957468435395e-44
1.942,2.4674217719779065828637711643333800729755666952237e-44
1.9425,2.4743370436306638219829557146357402405909730737185e-44
1.943,2.4812537470939107582635884258953933476488734963087e-44
1.9435,2.4881719059091208072391955427464893158840962733095e-44
1.944,2.4950915433814052487019851770455699726619300250971e-44
1.9445,2.5020126825826321852396523937144883831118587684768e-44
1.945,2.5089353463545120407085958477134658890935160993356e-44
1.9455,2.5158595573116137582367514852945836488947346809321e-44
1.946,2.5227853378443618959379748814716017183335859898256e-44
1.9465,2.5297127101219541222473064429986888759207475966521e-44
1.947,2.5366416960952492653810464861721605122662244250916e-44
1.9475,2.5435723174995899509459617069269505713101698515921e-44
1.948,2.5505045958576099803445634319699851146814280722349e-44
1.9485,2.5574385524819658077517571420918486274484554186849e-44
1.949,2.5643742084780422295085917687276093870322442626246e-44
1.9495,2.5713115847465962019403735401953089831323136657618e-44
1.95,2.5782507019863889063472372854004002828332696086139e-44
1.9505,2.5851915806967452806086130578415202936614098920979e-44
1.951,2.5921342411800911016838173136328643681630002593091e-44
1.9515,2.5990787035444314235525352980237490160292886785394e-44
1.952,2.6060249877058204659494862188677994959291837108003e-44
1.9525,2.6129731133907620399176711743837062663478640957342e-44
1.953,2.6199231001385905749297146340380717181069608788086e-44
1.9535,2.6268749673037964463430110422405815899350819474767e-44
1.954,2.6338287340583456846568932450365260427815955724061e-44
1.9545,2.6407844193939330233310801653327519009005478351154e-44
1.955,2.6477420421242183394737155373746905035022778624982e-44
1.9555,2.6547016208870100853161462492363676450902202183032e-44
1.956,2.6616631741464457866829654110189717630969144931001e-44
1.9565,2.66862672019510843944037053539511269827819559866e-44
1.957,2.6755922771561288560504030608096424219774084424857e-44
1.9575,2.6825598629852374635700339076965638215810377096876e-44
1.958,2.6895294954728156318897319003589218287213647263025e-44
1.9585,2.696501192245885240332280846563920024173400118452e-44
1.959,2.7034749707700865400821637407916816986384233229961e-44
1.9595,2.7104508483516077209013135928426484235527596571819e-44
1.96,2.7174288421391162706649351120065364408757932515951e-44
1.9605,2.7244089691256307153907607121191774751093586883536e-44
1.961,2.731391246150382809443386268054639095457584455618e-44
1.9615,2.7383756899006334946785365827154978016318743352332e-44
1.962,2.7453623169134927333366869778916475222153658346261e-44
1.9625,2.752351143577681683893572269883692619968646300887e-44
1.963,2.7593421861352873080458603362082162480663267814283e-44
1.9635,2.7663354606834726406582646551329070531094330152665e-44
1.964,2.7733309831761928497445227146003379894702100413655e-44
1.9645,2.7803287694258554388291435545926722754109625961407e-44
1.965,2.7873288351049747041295830353386289957150667476303e-44
1.9655,2.794331195747783593813798014006237550064155747244e-44
1.966,2.8013358667518531241651383188162799048711503054528e-44
1.9665,2.808342863379657589419095064861015577495396541529e-44
1.967,2.8153522007601357072721409229420263946271306282614e-44
1.9675,2.8223638938902107647760505170029212111621983429401e-44
1.968,2.8293779576363199522664413598686938382143814177554e-44
1.9685,2.8363944067358910075018692624569688558473362788514e-44
1.969,2.8434132557988163464562638658832336000819305218846e-44
1.9695,2.8504345193088876646703152139040191670303819180781e-44
1.97,2.8574582116252412342905643458687925879338313454152e-44
1.9705,2.8644843469837519051318320346784865865483775883547e-44
1.971,2.8715129394984260251556242872015219543482095348863e-44
1.9715,2.8785440031627561849364003871283765248022034793709e-44
1.972,2.8855775518510880530335672889599964426472210723537e-44
1.9725,2.8926135993199371972974074651395959183660668257855e-44
1.973,2.8996521592093061506216006036265494444345221114302e-44
1.9735,2.9066932450439645476264952407548343059847169725703e-44
1.974,2.9137368702347426449702835082802545947667029000407e-44
1.9745,2.9207830480797760073562526248200731068953501761623e-44
1.975,2.9278317917657516647350028823710774339262025672767e-44
1.9755,2.9348831143691184901437206373463605176927164351325e-44
1.976,2.9419370288573121603613532472675684084170574186565e-44
1.9765,2.9489935480899323686740625625918719898893807806697e-44
1.977,2.9560526848199226458276934750212348625581092350577e-44
1.9775,2.9631144516947154624369002630143042715670050612127e-44
1.978,2.9701788612573930279536999585490634962689670896863e-44
1.9785,2.9772459259478013427627033326583846330459233203603e-44
1.979,2.9843156581036679134006862343365011485908990825479e-44
1.9795,2.9913880699616857287125918417748436840304263089569e-44
1.98,2.9984631736586139681772070658947265493447115841012e-44
1.9805,3.0055409812323328861686169081754437934685400787894e-44
1.981,3.012621504622903339189717223740185903644072216475e-44
1.9815,3.0197047556735934790112075038781760219967236187055e-44
1.982,3.0267907461319231420724424534376125802654860829109e-44
1.9825,3.033879487650663265930897356054505350815597140967e-44
1.983,3.0409709917888408597480561720853374856697657136329e-44
1.9835,3.0480652700127119773258048441450921808764767310794e-44
1.984,3.055162333696753284971023792014362518966034363517e-44
1.9845,3.0622621941246094417278559006938114362382079158066e-44
1.985,3.069364862490046881643493469278853323207000236426e-44
1.9855,3.0764703498978763725164874996893183072028654972984e-44
1.986,3.0835786673648950079476060182227701862389795206922e-44
1.9865,3.0906898258207847366404415051066322724168173307576e-44
1.987,3.0978038361090180838521611657906078070155893158512e-44
1.9875,3.1049207089877333656402737877440416477459644023802e-44
1.988,3.1120404551306301197271101161475316676890770706017e-44
1.9885,3.1191630851278217429259707163355887306599490360017e-44
1.989,3.1262886094866960576650980739618607801439997193452e-44
1.9895,3.1334170386327460346331060295126147248251749343523e-44
1.99,3.1405483829104214646807542748213454266301237623744e-44
1.9905,3.1476826525839384554525616186456501950006552518712e-44
1.991,3.1548198578380975451792514997832899058651816057664e-44
1.9915,3.1619600087790725871421785875880789532899407777375e-44
1.992,3.1691031154352212694339524205843064122341080638641e-44
1.9925,3.176249187757854030503365262657592484131304576291e-44
1.993,3.1833982356220122349392072560919273455144785802084e-44
1.9935,3.1905502688272176895390251641266350216938040961945e-44
1.994,3.1977052970982444378282935908120274811574667721399e-44
1.9945,3.2048633300858494779775659820144715071039062891028e-44
1.995,3.2120243773675133426048375729239464551622913503446e-44
1.9955,3.2191884484481525470368601675432660118468017860374e-44
1.996,3.2263555527608549196738942737116235791799618712819e-44
1.9965,3.2335256996675743432761128396226204219609845603862e-44
1.997,3.2406988984598359215904761187820488467739071992513e-44
1.9975,3.2478751583594135043645149654260682328650601839021e-44
1.998,3.2550544885190306617031869975740900898355830380669e-44
1.9985,3.2622368980230215198409558609008413404575708338908e-44
1.999,3.2694223958880025504769530736536385419760938643874e-44
1.9995,3.2766109910635171730956733113115113196036832946562e-44
2.0,3.2838026924327043402767857539960067455307620266207e-44
2.0005,3.290997508812930596513884703438553068354162221807e-44
2.001,3.2981954489564112140673598014760750772185415018112e-44
2.0015,3.3053965215508716845731213254708387137921926130003e-44
2.002,3.3126007352201186212553985305753977882631645755843e-44
2.0025,3.3198080985247024054236188860349951849001030520474e-44
2.003,3.3270186199624766143410304693652898620657239107163e-44
2.0035,3.3342323079692142509180878897925150401933667315637e-44
2.004,3.3414491709192169609419835522093551616190031164298e-44
2.0045,3.3486692171258596115695593840012007931947255890944e-44
2.005,3.3558924548421856562625706230978590183347479509808e-44
2.0055,3.3631188922614957833285981513463009721433490230018e-44
2.006,3.3703485375178657174261752696264466113402109397711e-44
2.0065,3.3775813986867537055866041466282202846653694268689e-44
2.007,3.3848174837855052288861904088733787509538919590594e-44
2.0075,3.3920568007739155109578557908050232226795380847817e-44
2.008,3.3992993575547857719606510800234978125863297113477e-44
2.0085,3.40654516197441538311166058890550894805502628651e-44
2.009,3.413794221823145744496886455630825710279665616697e-44
2.0095,3.4210465448358981677662267224769076308299318418978e-44
2.01,3.4283021386926413905450510968809585173417601146897e-44
2.0105,3.4355610110189498169367282588253982286042754281198e-44
2.011,3.4428231693864593242071890698909996974121685889217e-44
2.0115,3.4500886213133817709298509757729873876099267030886e-44
2.012,3.4573573742650139152193994773073109820750026761184e-44
2.0125,3.4646294356541826773048517241000252901312791175104e-44
2.013,3.4719048128417429764872951517279939433953610845146e-44
2.0135,3.4791835131370702060803934122561964171608403174794e-44
2.014,3.4864655437984827279534768749925653838827115558758e-44
2.0145,3.4937509120337560564126825261465151809160241940858e-44
2.015,3.5010396250005348589318911261092539192664271646659e-44
2.0155,3.5083316898068044855279903181786176545453230873122e-44
2.016,3.5156271135113574925074053525038132812584351303426e-44
2.0165,3.5229259031241968716978941618995908608501692434085e-44
2.017,3.5302280656069926316196885618247866460672983534882e-44
2.0175,3.5375336078735335737099038445087291007949843699185e-44
2.018,3.5448425367901093973056775590883725490212001388458e-44
2.0185,3.5521548591759853901750310089847858013066552664383e-44
2.019,3.5594705818037751084706564819962899398986654175896e-44
2.0195,3.5667897113998733460118288841280802695977897525136e-44
2.02,3.5741122546448846128221582099057154585282255009656e-44
2.0205,3.5814382181739886085977350869082161233597965412169e-44
2.021,3.5887676085773597624133966517861724315195107429354e-44
2.0215,3.5961004324005824588185996060879453998368230959091e-44
